tendon_8_sent,tendon_8_read,tendon_1_sent,tendon_1_read,tendon_14_sent,tendon_14_read,tendon_5_sent,tendon_5_read,tendon_2_sent,tendon_2_read,tendon_11_sent,tendon_11_read
0.0,1.356527046616312e-05,0.0,0.0,0.0,1.356527046616312e-05,0.0,1.356527046616312e-05,0.0,1.3542687113756008e-05,0.0,2.713054093232624e-05
0.0,1.356527046616312e-05,0.0,0.0,0.0,1.356527046616312e-05,0.026670000000000003,0.0004551148241397727,0.0,1.3542687113756008e-05,0.0,2.713054093232624e-05
0.026670000000000003,0.004596591897459374,0.009942000000000001,0.00024854367895017933,0.026670000000000003,0.00418217288471809,0.026670000000000003,0.015557330434119176,0.012384,1.3542687113756008e-05,0.026670000000000003,0.0032848302433813995
0.026670000000000003,0.022266034943160148,0.009942000000000001,0.00874049485008011,0.026670000000000003,0.02174173723964294,0.026670000000000003,0.026393268482490278,0.012384,0.006958106660563057,0.026670000000000003,0.020788776989394984
0.026670000000000003,0.026503825436789506,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.02653163424124514,0.026670000000000003,0.026490260166323342,0.012384,0.012245738612954908,0.026670000000000003,0.026448886091401544
0.026670000000000003,0.026503825436789506,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.02653163424124514,0.0,0.025923910124361033,0.012384,0.012245738612954908,0.026670000000000003,0.026462451361867707
0.0,0.024902445258258948,0.0,0.00921002243076219,0.0,0.02484750591287099,0.0,0.011802463569085223,0.0,0.012245738612954908,0.0,0.02502724574654765
0.0,0.008682451361867705,0.0,0.0013253977264057375,0.0,0.008475580987258717,0.0,0.00016549629968719008,0.0,0.0063367177843900195,0.0,0.007274376287479974
0.0,2.713054093232624e-05,0.0,0.0,0.0,5.493934538796064e-05,0.0,1.356527046616312e-05,0.0,1.3542687113756008e-05,0.0,4.137407492179752e-05
0.0,2.713054093232624e-05,0.0,0.0,0.0,1.356527046616312e-05,0.026670000000000003,0.000634854657816434,0.0,1.3542687113756008e-05,0.0,2.713054093232624e-05
0.026670000000000003,0.0005242977035172046,0.009942000000000001,0.0,0.026670000000000003,0.0008281597619592586,0.026670000000000003,0.014535865568017092,0.0,1.3542687113756008e-05,0.026670000000000003,0.001587136644541085
0.026670000000000003,0.012106325627527278,0.009942000000000001,0.007414844281681545,0.026670000000000003,0.013473026626993212,0.026670000000000003,0.026048710612649732,0.012384,0.001573786221103227,0.026670000000000003,0.017765756466010533
0.026670000000000003,0.026007336537727934,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.025841161974517437,0.026670000000000003,0.026490260166323342,0.012384,0.011776468757152665,0.026670000000000003,0.026448886091401544
0.026670000000000003,0.026503825436789506,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.026518068970778977,0.0,0.02647669489585718,0.012384,0.012245738612954908,0.026670000000000003,0.026462451361867707
0.0,0.026503825436789506,0.0,0.00921002243076219,0.0,0.02653163424124514,0.0,0.01835923704890517,0.012384,0.012245738612954908,0.0,0.02613145876249333
0.0,0.0204991584649424,0.0,0.003369119554436561,0.0,0.01844198519874876,0.0,0.002664219119554437,0.0,0.010354486610208284,0.0,0.01256144045166705
0.0,0.004209981689173725,0.0,0.0,0.0,0.0019323727779049366,0.0,1.356527046616312e-05,0.0,0.0002620352483405813,0.0,0.00013768749523155569
0.0,1.356527046616312e-05,0.0,0.0,0.0,1.356527046616312e-05,0.0,1.356527046616312e-05,0.0,1.3542687113756008e-05,0.0,2.713054093232624e-05
0.0,1.356527046616312e-05,0.0,0.0,0.0,1.356527046616312e-05,0.026670000000000003,0.003864745555809873,0.0,1.3542687113756008e-05,0.026670000000000003,0.0006484199282825972
0.026670000000000003,0.004003111314564737,0.009942000000000001,0.0035625436789501795,0.026670000000000003,0.0017940070191500728,0.026670000000000003,0.021424309910734726,0.012384,0.00260932936598764,0.026670000000000003,0.01474273594262608
0.026670000000000003,0.02160337148088808,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.016454673075455867,0.026670000000000003,0.026490260166323342,0.012384,0.012190623025864041,0.026670000000000003,0.026324763866636153
0.026670000000000003,0.026518068970778977,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.026490260166323342,0.026670000000000003,0.026490260166323342,0.012384,0.012231880979629205,0.026670000000000003,0.026462451361867707
0.026670000000000003,0.026518068970778977,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.02653163424124514,0.0,0.02250071412222477,0.012384,0.012231880979629205,0.0,0.02607584115358206
0.0,0.02501300221255818,0.0,0.004239148851758603,0.0,0.024888879987792788,0.0,0.004914019226367591,0.0,0.008435204394598305,0.0,0.01430118638895247
0.0,0.010642632944228276,0.0,0.0,0.0,0.0070125665674830254,0.0,1.356527046616312e-05,0.0,1.3542687113756008e-05,0.0,0.0006206111238269628
0.0,0.00023400091554131385,0.0,0.0,0.0,1.356527046616312e-05,0.0,1.356527046616312e-05,0.0,1.3542687113756008e-05,0.0,2.713054093232624e-05
0.0,2.713054093232624e-05,0.0,0.0,0.0,1.356527046616312e-05,0.026670000000000003,0.0020843038071259637,0.0,1.3542687113756008e-05,0.026670000000000003,5.493934538796064e-05
0.026670000000000003,5.493934538796064e-05,0.009942000000000001,0.0035486373693446255,0.026670000000000003,0.00046868009460593584,0.026670000000000003,0.01870447318226902,0.012384,0.0003174657816433966,0.026670000000000003,0.00808897077897307
0.026670000000000003,0.008641077286945908,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.013831828030823227,0.026670000000000003,0.026490260166323342,0.012384,0.010409602197299151,0.026670000000000003,0.024640635538262002
0.026670000000000003,0.02491668879224842,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.025938153658350505,0.026670000000000003,0.026490260166323342,0.012384,0.012231880979629205,0.026670000000000003,0.026448886091401544
0.026670000000000003,0.026503825436789506,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.02653163424124514,0.0,0.02515136797131304,0.012384,0.012231880979629205,0.0,0.026448886091401544
0.0,0.026503825436789506,0.0,0.007704854047455559,0.0,0.02653163424124514,0.0,0.007674551766231785,0.0,0.011638207370107574,0.0,0.01994705195696956
0.0,0.016620169375143056,0.0,0.0,0.0,0.017406955062180516,0.0,4.137407492179752e-05,0.0,0.00187739436942092,0.0,0.002774097810330358
0.0,0.0011727176317998017,0.0,0.0,0.0,0.0008552903028915847,0.0,1.356527046616312e-05,0.0,1.3542687113756008e-05,0.0,1.356527046616312e-05
0.0,2.713054093232624e-05,0.0,0.0,0.0,1.356527046616312e-05,0.026670000000000003,0.0005242977035172046,0.0,1.3542687113756008e-05,0.026670000000000003,1.356527046616312e-05
0.026670000000000003,1.356527046616312e-05,0.009942000000000001,0.0013944235904478524,0.026670000000000003,4.137407492179752e-05,0.026670000000000003,0.012050708018616008,0.012384,1.3542687113756008e-05,0.026670000000000003,0.007799352254520486
0.026670000000000003,0.007398498512245366,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.00944210650797284,0.026670000000000003,0.025440986495765625,0.012384,0.008490634927901121,0.026670000000000003,0.024502269779507136
0.026670000000000003,0.024323208209353783,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.025219872587167166,0.026670000000000003,0.026490260166323342,0.012384,0.012231880979629205,0.026670000000000003,0.026462451361867707
0.026670000000000003,0.026518068970778977,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.02653163424124514,0.0,0.026490260166323342,0.012384,0.012231880979629205,0.0,0.026462451361867707
0.026670000000000003,0.026518068970778977,0.0,0.009140996566720074,0.0,0.02653163424124514,0.0,0.020429975585564968,0.0,0.012231880979629205,0.0,0.020429975585564968
0.0,0.02272182803082323,0.0,0.0006487925535973145,0.0,0.017075962462806137,0.0,0.002139243152513924,0.0,0.003630699931334401,0.0,0.0030230205233844516
0.0,0.005203637750820173,0.0,0.0,0.0,0.0013388921950103,0.0,1.356527046616312e-05,0.0,0.0,0.0,2.713054093232624e-05
0.0,2.713054093232624e-05,0.0,0.0,0.0,1.356527046616312e-05,0.026670000000000003,1.356527046616312e-05,0.0,0.0,0.0,2.713054093232624e-05
0.0,2.713054093232624e-05,0.009942000000000001,0.0,0.026670000000000003,1.356527046616312e-05,0.026670000000000003,0.007660986495765623,0.012384,0.0,0.026670000000000003,0.0034923788815136953
0.026670000000000003,0.0037406233310444807,0.009942000000000001,0.007635828183413444,0.026670000000000003,0.007578238345922027,0.026670000000000003,0.02436458228427558,0.012384,0.007275572442206454,0.026670000000000003,0.01965675516899367
0.026670000000000003,0.02132731822690166,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.024378147554741745,0.026670000000000003,0.026490260166323342,0.012384,0.012245738612954908,0.026670000000000003,0.026462451361867707
0.026670000000000003,0.026518068970778977,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.026518068970778977,0.026670000000000003,0.026490260166323342,0.012384,0.012245738612954908,0.026670000000000003,0.026462451361867707
0.026670000000000003,0.026518068970778977,0.0,0.00921002243076219,0.0,0.02653163424124514,0.0,0.02400510261692226,0.0,0.012231880979629205,0.0,0.026048710612649732
0.0,0.02475119249256123,0.0,0.0009112425421530481,0.0,0.01978155565728237,0.0,0.006943383688105593,0.0,0.0026228720531013957,0.0,0.01223044785229267
0.0,0.008310084687571528,0.0,0.0,0.0,0.0018218158236057071,0.0,2.713054093232624e-05,0.0,1.3542687113756008e-05,0.0,0.0002482444495307851
0.0,2.713054093232624e-05,0.0,0.0,0.0,1.356527046616312e-05,0.0,1.356527046616312e-05,0.0,1.3542687113756008e-05,0.0,2.713054093232624e-05
0.0,1.356527046616312e-05,0.009942000000000001,0.0,0.026670000000000003,4.137407492179752e-05,0.026670000000000003,0.0017940070191500728,0.012384,1.3542687113756008e-05,0.026670000000000003,2.713054093232624e-05
0.026670000000000003,0.0016841283283741515,0.009942000000000001,0.008409271839475091,0.026670000000000003,0.011733280689707791,0.026670000000000003,0.018124557869840546,0.012384,0.006033109636072327,0.026670000000000003,0.00966254215304799
0.026670000000000003,0.01956044174868391,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.02591034485389487,0.026670000000000003,0.02643532082093538,0.012384,0.012231880979629205,0.026670000000000003,0.024612826733806367
0.026670000000000003,0.026503825436789506,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.02653163424124514,0.026670000000000003,0.026490260166323342,0.012384,0.012231880979629205,0.026670000000000003,0.026448886091401544
0.026670000000000003,0.026503825436789506,0.0,0.009154902876325628,0.0,0.02653163424124514,0.0,0.025979527733272303,0.0,0.012231880979629205,0.0,0.026448886091401544
0.0,0.02190723353933013,0.0,0.00024854367895017933,0.0,0.021203196002136267,0.0,0.012050708018616008,0.0,0.00673732936598764,0.0,0.01446668268863966
0.0,0.004279164568551157,0.0,0.0,0.0,0.0036300663767452513,0.0,0.00048292362859540713,0.0,1.3542687113756008e-05,0.0,0.001104213015945678
0.0,1.356527046616312e-05,0.0,0.0,0.0,1.356527046616312e-05,0.0,1.356527046616312e-05,0.0,1.3542687113756008e-05,0.0,1.356527046616312e-05
0.026670000000000003,1.356527046616312e-05,0.009942000000000001,0.00027610345616845965,0.0,1.356527046616312e-05,0.026670000000000003,0.0005378629739833678,0.0,1.3542687113756008e-05,0.026670000000000003,2.713054093232624e-05
0.026670000000000003,0.005907675288014039,0.009942000000000001,0.009085877012283514,0.026670000000000003,0.001587136644541085,0.026670000000000003,0.013942384985122456,0.012384,0.00432106202792401,0.026670000000000003,0.0062115373464560935
0.026670000000000003,0.022320974288548106,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.017669443045700773,0.026670000000000003,0.02643532082093538,0.012384,0.012218023346303501,0.026670000000000003,0.024447330434119178
0.026670000000000003,0.026518068970778977,0.009942000000000001,0.00921002243076219,0.026670000000000003,0.026518068970778977,0.026670000000000003,0.026490260166323342,,,0.026670000000000003,0.026462451361867707
0.026670000000000003,0.026518068970778977,0.0,0.00921002243076219,0.026670000000000003,0.026518068970778977,0.0,0.025827596704051273,,,0.0,0.026462451361867707
0.0,0.025109993896391247,0.0,0.001573941405355917,0.0,0.026227772182803085,0.0,0.011470792706187534,,,0.0,0.01994705195696956
0.0,0.009138244449530786,0.0,0.0,0.0,0.011346670481422143,0.0,1.356527046616312e-05,,,0.0,0.0027191584649423977
0.0,9.631342030975816e-05,0.0,0.0,0.0,0.00013768749523155569,0.0,1.356527046616312e-05,,,0.0,2.713054093232624e-05
0.0,1.356527046616312e-05,,,0.0,1.356527046616312e-05,0.026670000000000003,0.0005934805828946365,,,0.026670000000000003,2.713054093232624e-05
0.026670000000000003,0.0018218158236057071,,,0.026670000000000003,0.0004001754787518121,0.026670000000000003,0.012465127031357291,,,0.026670000000000003,0.006100980392156864
0.026670000000000003,0.019850060273136495,,,0.026670000000000003,0.015212094300755324,0.026670000000000003,0.025537978179598693,,,0.026670000000000003,0.02439171282520791
0.026670000000000003,0.026518068970778977,,,0.026670000000000003,0.02621420691233692,0.026670000000000003,0.026490260166323342,,,0.026670000000000003,0.026462451361867707
0.026670000000000003,0.026518068970778977,,,0.026670000000000003,0.02653163424124514,0.0,0.026490260166323342,,,,
0.0,0.02613145876249333,,,0.0,0.02653163424124514,0.0,0.019643189898527508,,,,
0.0,0.014645744258793014,,,0.0,0.01800043564507515,0.0,0.002539418631265736,,,,
0.0,0.0006070458533607996,,,0.0,0.0017112588693064777,0.0,1.356527046616312e-05,,,,
0.0,2.713054093232624e-05,,,0.0,1.356527046616312e-05,0.0,1.356527046616312e-05,,,,
0.026670000000000003,0.00033099259937438016,,,0.026670000000000003,1.356527046616312e-05,0.026670000000000003,0.0028710894941634244,,,,
0.026670000000000003,0.012961615930418863,,,0.026670000000000003,0.006846392004272527,0.026670000000000003,0.02004336537727932,,,,
0.026670000000000003,0.02640751201647975,,,0.026670000000000003,0.023963728542000462,0.026670000000000003,0.026490260166323342,,,,
0.026670000000000003,0.026503825436789506,,,0.026670000000000003,0.026518068970778977,0.026670000000000003,0.026490260166323342,,,,
0.0,0.026503825436789506,,,0.0,0.026518068970778977,0.0,0.025054376287479977,,,,
0.0,0.016772100404364082,,,0.0,0.019574007019150075,0.0,0.009055496299687191,,,,
0.0,0.0012283352407110705,,,0.0,0.0025536621652552075,0.0,2.713054093232624e-05,,,,
0.0,1.356527046616312e-05,,,0.0,1.356527046616312e-05,0.0,1.356527046616312e-05,,,,
0.026670000000000003,1.356527046616312e-05,,,0.0,1.356527046616312e-05,0.026670000000000003,0.0005792370489051653,,,,
0.026670000000000003,0.006170163271534295,,,0.026670000000000003,0.004789897001602198,0.026670000000000003,0.014286942854962998,,,,
0.026670000000000003,0.022528522926680405,,,,,0.026670000000000003,0.02631052033264668,,,,
0.026670000000000003,0.026503825436789506,,,,,0.026670000000000003,0.026490260166323342,,,,
0.0,0.026503825436789506,,,,,0.0,0.026490260166323342,,,,
0.0,0.020899333943694212,,,,,0.0,0.01652317769130999,,,,
0.0,0.003519509422446022,,,,,0.0,0.001104213015945678,,,,
0.0,2.713054093232624e-05,,,,,0.0,1.356527046616312e-05,,,,
0.026670000000000003,2.713054093232624e-05,,,,,0.026670000000000003,0.00010987869077592128,,,,
0.026670000000000003,0.007412742046234837,,,,,0.026670000000000003,0.01094649500267033,,,,
,,,,,,0.026670000000000003,0.02635189440756848,,,,
,,,,,,0.026670000000000003,0.026490260166323342,,,,
,,,,,,0.0,0.026490260166323342,,,,
,,,,,,0.0,0.015764200808728163,,,,
,,,,,,0.0,0.0008966643778133823,,,,
,,,,,,0.0,1.356527046616312e-05,,,,
,,,,,,0.026670000000000003,1.356527046616312e-05,,,,
,,,,,,0.026670000000000003,0.010532075989929047,,,,
,,,,,,0.026670000000000003,0.025537978179598693,,,,
,,,,,,0.026670000000000003,0.026490260166323342,,,,
,,,,,,0.0,0.026462451361867707,,,,
,,,,,,0.0,0.015929697108415353,,,,
,,,,,,0.0,0.00048292362859540713,,,,
,,,,,,0.0,1.356527046616312e-05,,,,
,,,,,,0.026670000000000003,2.713054093232624e-05,,,,
,,,,,,0.026670000000000003,0.010863746852826735,,,,
,,,,,,0.026670000000000003,0.025606482795452815,,,,
,,,,,,0.026670000000000003,0.026490260166323342,,,,
,,,,,,0.0,0.02643532082093538,,,,
,,,,,,0.0,0.015515956359197378,,,,
,,,,,,0.0,0.0008139162279697873,,,,
,,,,,,0.0,1.356527046616312e-05,,,,
