timestamp,counter,servo_1_sent,servo_1_read,servo_2_sent,servo_2_read,servo_5_sent,servo_5_read,servo_8_sent,servo_8_read,servo_11_sent,servo_11_read,servo_14_sent,servo_14_read,servo_0_sent,servo_0_read,servo_16_sent,servo_16_read,servo_17_sent,servo_17_read,servo_20_sent,servo_20_read,servo_23_sent,servo_23_read,servo_26_sent,servo_26_read,servo_29_sent,servo_29_read,servo_15_sent,servo_15_read
1756403505.08166,260,0,0,0,0,0,20,0,20,39321,11499,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403505.31754,265,0,0,0,0,0,20,0,20,39321,36125,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403505.55235,270,0,0,0,0,0,20,0,20,39321,39015,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403505.80677,275,0,0,0,0,0,20,0,20,0,39015,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403506.05135,280,0,0,0,0,0,20,0,20,0,30121,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403506.27766,285,0,0,0,0,0,20,0,20,0,4457,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403506.51252,290,0,0,0,0,0,20,0,20,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403506.73084,295,0,0,0,0,0,20,0,20,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403506.96358,300,0,0,0,0,0,20,0,20,39321,5149,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403507.19826,305,0,0,0,0,0,20,0,20,39321,28981,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403507.42834,310,0,0,0,0,0,20,0,20,39321,39015,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403507.6596,315,0,0,0,0,0,20,0,20,39321,39015,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403507.88602,320,0,0,0,0,0,20,0,20,0,38405,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403508.13373,325,0,0,0,0,0,20,0,20,0,18032,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403508.38309,330,0,0,0,0,0,20,0,20,0,366,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403508.63119,335,0,0,0,0,0,20,0,20,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403508.86569,340,0,0,0,0,0,20,0,20,39321,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403509.10093,345,0,0,0,0,0,20,0,20,39321,14246,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403509.33336,350,0,0,0,0,0,20,0,20,39321,36288,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403509.57905,355,0,0,0,0,0,20,0,20,39321,38995,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403509.83176,360,0,0,0,0,0,20,0,20,0,38995,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403510.08852,365,0,0,0,0,0,20,0,20,0,21329,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403510.32206,370,0,0,0,0,0,20,0,20,0,1628,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403510.55761,375,0,0,0,0,0,20,0,20,0,20,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403510.80214,380,0,0,0,0,0,20,0,20,39321,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403511.03626,385,0,0,0,0,0,20,0,20,39321,9158,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403511.30394,390,0,0,0,0,0,20,0,20,39321,36044,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403511.54811,395,0,0,0,0,0,20,0,20,39321,39015,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403511.78829,400,0,0,0,0,0,20,0,20,0,39015,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403512.03712,405,0,0,0,0,0,20,0,20,0,29409,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403512.27528,410,0,0,0,0,0,20,0,20,0,4009,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403512.52248,415,0,0,0,0,0,20,0,20,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403512.78345,420,0,0,0,0,0,20,0,20,39321,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403513.03296,425,0,0,0,0,0,20,0,20,39321,8995,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403513.28327,430,0,0,0,0,0,20,0,20,39321,35962,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403513.53608,435,0,0,0,0,0,20,0,20,39321,39015,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
