timestamp,counter,servo_1_sent,servo_1_read,servo_2_sent,servo_2_read,servo_5_sent,servo_5_read,servo_8_sent,servo_8_read,servo_11_sent,servo_11_read,servo_14_sent,servo_14_read,servo_0_sent,servo_0_read,servo_16_sent,servo_16_read,servo_17_sent,servo_17_read,servo_20_sent,servo_20_read,servo_23_sent,servo_23_read,servo_26_sent,servo_26_read,servo_29_sent,servo_29_read,servo_15_sent,servo_15_read
1756403528.18762,5,0,0,0,0,0,20,0,20,0,26600,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403528.43504,10,0,0,0,0,0,20,0,20,0,2605,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403528.67783,15,0,0,0,0,0,20,0,20,0,40,39321,2584,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403528.91739,20,0,0,0,0,0,20,0,20,0,40,39321,26621,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403529.18375,25,0,0,0,0,0,20,0,20,0,40,39321,39117,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403529.42512,30,0,0,0,0,0,20,0,20,0,40,39321,39117,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403529.68829,35,0,0,0,0,0,20,0,20,0,40,0,36451,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403529.91666,40,0,0,0,0,0,20,0,20,0,40,0,14613,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403530.14967,45,0,0,0,0,0,20,0,20,0,40,0,101,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403530.389,50,0,0,0,0,0,20,0,20,0,40,0,20,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403530.63579,55,0,0,0,0,0,20,0,20,0,40,39321,651,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403530.87972,60,0,0,0,0,0,20,0,20,0,40,39321,20128,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403531.14752,65,0,0,0,0,0,20,0,20,0,40,39321,38975,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403531.40406,70,0,0,0,0,0,20,0,20,0,40,39321,39117,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403531.64625,75,0,0,0,0,0,20,0,20,0,40,0,36634,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403531.88635,80,0,0,0,0,0,20,0,20,0,40,0,12476,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403532.17304,85,0,0,0,0,0,20,0,20,0,40,0,20,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403532.44043,90,0,0,0,0,0,20,0,20,0,40,0,20,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403532.69905,95,0,0,0,0,0,20,0,20,0,40,39321,6166,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403532.93928,100,0,0,0,0,0,20,0,20,0,40,39321,32055,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403533.18105,105,0,0,0,0,0,20,0,20,0,40,39321,39117,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403533.42743,110,0,0,0,0,0,20,0,20,0,40,39321,39117,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403533.66615,115,0,0,0,0,0,20,0,20,0,40,0,36634,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403533.91242,120,0,0,0,0,0,20,0,20,0,40,0,12496,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403534.14132,125,0,0,0,0,0,20,0,20,0,40,0,81,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403534.37672,130,0,0,0,0,0,20,0,20,0,40,0,20,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403534.63253,135,0,0,0,0,0,20,0,20,0,40,39321,1221,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403534.85705,140,0,0,0,0,0,20,0,20,0,40,39321,19864,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403535.08761,145,0,0,0,0,0,20,0,20,0,40,39321,38099,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
