timestamp,counter,servo_1_sent,servo_1_read,servo_2_sent,servo_2_read,servo_5_sent,servo_5_read,servo_8_sent,servo_8_read,servo_11_sent,servo_11_read,servo_14_sent,servo_14_read,servo_0_sent,servo_0_read,servo_16_sent,servo_16_read,servo_17_sent,servo_17_read,servo_20_sent,servo_20_read,servo_23_sent,servo_23_read,servo_26_sent,servo_26_read,servo_29_sent,servo_29_read,servo_15_sent,servo_15_read
1756403410.93148,5,0,0,0,3287,0,20,0,0,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403411.21703,10,0,0,0,43,39321,20,0,0,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403411.46689,15,0,0,0,0,39321,16383,0,0,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403411.76865,20,0,0,0,0,39321,38873,0,0,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403412.05348,25,0,0,0,0,39321,39056,0,0,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403412.32407,30,0,0,0,0,0,36207,0,0,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403412.56513,35,0,0,0,0,0,11723,0,0,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403412.7991,40,0,0,0,0,0,81,0,0,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403413.03295,45,0,0,0,0,0,20,0,0,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403413.27112,50,0,0,0,0,39321,875,0,0,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403413.52297,55,0,0,0,0,39321,21186,0,0,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403413.7741,60,0,0,0,0,39321,38995,0,0,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756403414.01799,65,0,0,0,0,39321,39056,0,0,0,40,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
